Name,Predominant Degree,Highest Degree,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,Average Cost,Average Faculty Salary,Median Debt,Average Age of Entry,Average Family Income,Median Family Income,Number of Unemployed,Mean Earnings,Median Earnings
University of Maryland-Baltimore County,3,4,Public,Mid-Atlantic,Large Suburb,0.6315,27,1209,11012,22024,8985,17500,21.37999916,73930.94,59891,231,50700,46900
University of Maryland-College Park,3,4,Public,Mid-Atlantic,Large Suburb,0.4699,0,1310,26045,22933,11628,17500,20.31999969,91124.17,75194,436,58700,54400
University of Massachusetts-Amherst,3,4,Public,New England,Large Suburb,0.6294,27,1209,21672,25665,11354,21500,20.59000015,85910.2,75270.5,421,46800,43500
University of Massachusetts-Boston,3,4,Public,New England,Large City,0.7141,0,1015,11786,19763,10100,16362,24.06999969,47234.62,33287,323,46000,42400
University of Massachusetts-Dartmouth,3,4,Public,New England,Mid-size Suburb,0.7213,23,1061,7202,23763,10405,19500,20.69000053,77381.8,69531.5,179,42600,41100
University of Massachusetts-Lowell,3,4,Public,New England,Large Suburb,0.6397,25,1132,11830,22861,11296,19500,22,70116.7,61757,205,48300,45600
University of Memphis,3,4,Public,Southeast,Large City,0.6841,22,1031,16178,20899,8304,18938,23.29999924,45004.14,29727,455,38900,33700
University of Miami,3,4,Private,Southeast,Large Suburb,0.4044,30,1332,11246,57700,11115,18750,20.87000084,86177.73,59417,276,60800,51100
University of Michigan-Ann Arbor,3,4,Public,Great Lakes,Mid-size City,0.3326,30,1352,28077,25760,10509,21000,20.87999916,87306.5,69630,388,65900,53400
University of Michigan-Dearborn,3,4,Public,Great Lakes,Small City,0.6284,25,1125,6793,15831,8640,18750,23.45999908,53031.88,38952,202,46800,42900
University of Michigan-Flint,3,4,Public,Great Lakes,Mid-size City,0.7809,21,993,6746,16731,7606,21176,25.06999969,53715.44,38562,205,39400,36700
University of Minnesota-Crookston,3,3,Public,Great Plains,Distant Town,0.6916,22,1004,1813,21549,6497,14370,21.80999947,59974.63,56026,32,41100,38000
University of Minnesota-Duluth,3,4,Public,Great Plains,Small City,0.7822,24,1109,9239,22796,7487,18925,20.34000015,87902.82,83294.5,157,45300,39900
University of Minnesota-Morris,3,3,Public,Great Plains,Remote Town,0.5764,26,1168,1846,22853,6597,14768,20.20000076,76388.28,71476,47,37400,34500
University of Minnesota-Twin Cities,3,4,Public,Great Plains,Large City,0.4442,28,1270,30271,24278,10892,18822,20.87000084,80969.01,72908.5,600,49500,43300
University of Mississippi,3,4,Public,Southeast,Remote Town,0.5936,24,1100,16432,21526,8409,15750,22.14999962,68842.41,46826.5,286,46900,37900
University of Missouri-Columbia,3,4,Public,Great Plains,Mid-size City,0.7861,26,1165,26585,22387,8788,17500,20.28000069,89631.5,80508.5,405,46700,41200
University of Missouri-Kansas City,3,4,Public,Great Plains,Large City,0.33,24,1105,8309,23437,8305,15750,23.30999947,57316.66,40642,286,47400,41300
University of Missouri-St Louis,3,4,Public,Great Plains,Large Suburb,0.7419,24,1090,8928,22474,8195,18223,24.01000023,54750.66,37821,333,40800,37500
University of Mobile,3,4,Private,Southeast,Fringe Rural,0.7125,23,1058,1472,30108,5024,22500,25.12999916,51471.07,37643,80,36800,32900
University of Montevallo,3,4,Public,Southeast,Large Suburb,0.8729,23,1070,2610,20209,7035,15872,21.55999947,58419.08,48019,96,31700,30400
University of Mount Union,3,4,Private,Great Lakes,Fringe Town,0.712,23,1050,2056,37502,6839,23557.5,19.72999954,78986.18,74701.5,49,42400,39100
University of Nebraska at Kearney,3,4,Public,Great Plains,Remote Town,0.8486,23,1049,5247,19212,7013,13496.5,20.97999954,62130.67,55165.5,115,39100,36000
University of Nebraska at Omaha,3,4,Public,Great Plains,Large City,0.7078,23,1070,12153,16860,7860,13631,21.67000008,67569.73,57671,220,41700,38300
University of Nebraska-Lincoln,3,4,Public,Great Plains,Large City,0.6404,25,1147,19376,21024,10085,15799,20.28000069,81338.55,72140.5,320,43000,39200
University of Nevada-Las Vegas,3,4,Public,Far West,Mid-size City,0.8512,22,1003,22742,17478,9986,12608,22.79999924,51263.5,36398.5,524,42300,38800
University of Nevada-Reno,3,4,Public,Far West,Mid-size City,0.8396,24,1081,15310,21398,9233,12000,23.05999947,61238.62,45534,238,47000,41800
University of New England,3,4,Private,New England,Mid-size Suburb,0.8584,24,1057,2179,47931,7900,20955,21.12999916,80354.33,74608,46,50200,44200
University of New Hampshire-Main Campus,3,4,Public,New England,Small Suburb,0.7784,0,1100,12288,29520,11061,23128.5,20.03000069,96733.64,88997,247,45900,42400
University of New Haven,3,4,Private,New England,Large Suburb,0.7441,23,1034,4759,48280,9407,20500,20.63999939,86441.39,78636,68,46500,44000
University of New Mexico-Main Campus,3,4,Public,Southwest,Large City,0.6458,22,1038,20847,16822,8938,14164.5,23.96999931,39057.95,26437,1041,37800,31900
University of New Orleans,3,4,Public,Southeast,Large City,0.5036,23,1072,6854,16212,7448,11750,22.29999924,40387.97,27630.5,451,37600,32900
University of North Alabama,3,4,Public,Southeast,Small City,0.8092,22,1028,5536,15058,7152,12542,22.20000076,52611.8,40030,207,35600,33000
University of North Carolina at Asheville,3,4,Public,Southeast,Small City,0.6403,26,1190,3323,17468,7371,15772.5,22.01000023,60962.62,48654,98,32800,31600
University of North Carolina at Chapel Hill,3,4,Public,Southeast,Small City,0.2759,30,1313,17882,23069,11392,15000,20.62999916,80815.19,64969.5,259,59700,48000
University of North Carolina at Charlotte,3,4,Public,Southeast,Large City,0.6852,23,1066,21400,17767,8337,16500,21.90999985,64318,51983,435,42600,38300
University of North Carolina at Greensboro,3,4,Public,Southeast,Large City,0.6002,23,1029,14138,17362,7926,16000,21.55999947,62041.39,50195,319,35300,33300
University of North Carolina at Pembroke,3,4,Public,Southeast,Distant Town,0.7204,20,926,5184,15784,6516,13260,23.73999977,48406.89,36289.5,175,31300,30500
University of North Carolina Wilmington,3,4,Public,Southeast,Mid-size City,0.5419,24,1154,12178,18165,7872,16500,21.12999916,75837.12,63608.5,269,39100,35700
University of North Dakota,3,4,Public,Great Plains,Small City,0.737,24,1090,11182,20538,8361,16728,20.98999977,78359.31,72841.5,210,47800,42600
University of North Florida,3,4,Public,Southeast,Large City,0.5343,25,1143,14006,19415,7279,14000,22.59000015,55334.71,41844.5,324,41100,38400
University of North Georgia,3,4,Public,Southeast,Fringe Town,0.6102,21,1009,14502,16525,5492,7500,0,0,0,0,0,0
University of North Texas,3,4,Public,Southwest,Mid-size City,0.5969,24,1100,31243,18593,9746,14955,22.26000023,64825.21,49512,695,41200,39400
University of Northern Colorado,3,4,Public,Rocky Mountains,Small City,0.6957,22,1029,9525,19105,7487,14250,21.25,77019.2,69484,317,38800,36200
University of Northern Iowa,3,4,Public,Great Plains,Small City,0.8331,22,1030,10170,19233,8062,18500,20.81999969,74741.68,70699,230,42100,38700
University of Northwestern-St Paul,3,4,Private,Great Plains,Large Suburb,0.6915,25,1126,2038,37803,6078,18636.5,23.36000061,73387.27,65093,103,35700,32100
University of Notre Dame,3,4,Private,Great Lakes,Large Suburb,0.223,33,1450,8466,57805,12629,20300,20.09000015,123618.48,106005,78,76300,63200
University of Oklahoma-Norman Campus,3,4,Public,Southwest,Mid-size Suburb,0.8044,26,1176,20528,23263,9273,15750,22.03000069,66684.98,49891,539,51800,43300
University of Oregon,3,4,Public,Far West,Mid-size City,0.7417,25,1108,20473,22390,8828,18309,21.72999954,71151.8,54318,517,42200,38000
University of Pennsylvania,3,4,Private,Mid-Atlantic,Large City,0.1224,32,1442,10606,59600,15460,19500,22.21999931,87200.75,62169,250,106600,73200
University of Pikeville,3,4,Private,Southeast,Remote Town,1,19,909,1313,31005,5588,9500,21.54999924,35649.53,24191,71,33200,28000
University of Pittsburgh-Bradford,3,3,Public,Mid-Atlantic,Remote Town,0.8532,21,973,1456,23732,7007,22000,20.93000031,79347.41,71893,410,51000,45600
University of Pittsburgh-Greensburg,3,3,Public,Mid-Atlantic,Large Suburb,0.9311,22,1017,1677,23343,6552,22000,20.93000031,79347.41,71893,410,51000,45600
University of Pittsburgh-Johnstown,3,3,Public,Mid-Atlantic,Small Suburb,0.9038,22,1021,2837,23709,6624,22000,20.93000031,79347.41,71893,410,51000,45600
University of Pittsburgh-Pittsburgh Campus,3,4,Public,Mid-Atlantic,Large City,0.5613,28,1258,18304,30410,9533,22000,20.93000031,79347.41,71893,410,51000,45600
University of Portland,3,4,Private,Far West,Large City,0.668,0,1195,3468,51036,7678,22454,20.42000008,98696.67,86897,55,52400,48800
University of Puerto Rico-Aguadilla,3,3,Public,Outlying Areas,Large Suburb,0.9234,0,1038,2886,8055,5170,5000,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Arecibo,3,3,Public,Outlying Areas,Small City,0.5302,0,0,3654,11056,6133,4500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Bayamon,3,3,Public,Outlying Areas,Large Suburb,0.2547,0,0,4847,8509,5738,4500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Carolina,3,3,Public,Outlying Areas,Mid-size City,0.8065,0,1029,3880,11945,5828,4500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Cayey,3,3,Public,Outlying Areas,Large Suburb,0.8342,0,1094,3779,11428,7195,4500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Humacao,3,3,Public,Outlying Areas,Large Suburb,0.4487,0,0,3383,11686,5812,4500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Mayaguez,3,4,Public,Outlying Areas,Small City,0.725,0,0,10697,14726,6533,5500,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Ponce,3,3,Public,Outlying Areas,Mid-size City,0.6398,0,0,3120,13018,5174,5250,19.54999924,25464.65,22433.5,0,0,0
University of Puerto Rico-Rio Piedras,3,4,Public,Outlying Areas,Large City,0.5248,0,1195,11834,8020,7104,5500,19.54999924,25464.65,22433.5,0,0,0
University of Puget Sound,3,4,Private,Far West,Mid-size City,0.8522,28,1233,2542,53785,9228,20789,20.19000053,100805.53,84173.5,55,46700,41400
University of Redlands,3,4,Private,Far West,Small City,0.672,25,1135,3462,55268,9234,24000,23.63999939,83774.07,69769,120,50000,47100
University of Rhode Island,3,4,Public,New England,Large Suburb,0.7871,24,1076,13008,26262,9144,19500,20.65999985,88579.08,78122.5,240,49200,44600
University of Richmond,3,4,Private,Southeast,Mid-size City,0.3116,30,1313,3107,55980,10983,18370,22.28000069,109334.2,90735.5,44,61800,51500
University of Rochester,3,4,Private,Mid-Atlantic,Mid-size City,0.3568,31,1353,6047,59156,12762,24325.5,20.23999977,97862.81,85192,79,59500,50200
University of Saint Francis-Fort Wayne,3,4,Private,Great Lakes,Large City,0.5362,21,981,1878,31516,5666,20000,23.61000061,69162.62,63504,68,38200,36600
University of San Diego,3,4,Private,Far West,Large City,0.4885,28,1228,5573,56346,11648,19500,20.85000038,97719.44,69873.5,134,61800,53400
University of San Francisco,3,4,Private,Far West,Large City,0.6129,25,1161,6308,55812,12409,23000,22.20999908,90594.28,70581,157,62000,53300
University of Scranton,3,4,Private,Mid-Atlantic,Small City,0.7503,25,1121,3834,51962,9400,26442,20.06999969,106711.89,93993,62,53800,50800
University of Sioux Falls,3,4,Private,Great Plains,Mid-size City,0.969,23,1064,1075,33909,6075,16749,21.87000084,71708.18,62665.5,22,38600,34800
University of South Alabama,3,4,Public,Southeast,Mid-size City,0.8604,23,1064,11048,17125,7212,15000,23.69000053,45401.94,30958,413,39900,34400
University of South Carolina-Aiken,3,4,Public,Southeast,Large Suburb,0.5122,21,973,2956,18466,6243,13750,21.85000038,54859.12,41442,113,35400,32800
University of South Carolina-Beaufort,3,3,Public,Southeast,Fringe Town,0.7304,20,932,1716,19354,6410,11000,23.63999939,47466.64,34946,44,33300,28700
University of South Carolina-Columbia,3,4,Public,Southeast,Mid-size City,0.606,27,1200,23987,23685,9514,19125,20.89999962,76756.24,63282.5,439,45600,38700
University of South Carolina-Upstate,3,4,Public,Southeast,Mid-size Suburb,0.6422,21,982,4952,20848,6139,15750,22.76000023,54133.16,41002.5,169,36100,33600
University of South Dakota,3,4,Public,Great Plains,Distant Town,0.8788,24,1090,6449,18843,7200,15463,22.98999977,61219.52,53346,178,40900,35900
University of South Florida-Main Campus,3,4,Public,Southeast,Large City,0.4524,26,1168,30376,19299,8082,16954,22.48999977,52366.99,36808.5,978,40600,37900
University of South Florida-St Petersburg,3,4,Public,Southeast,Mid-size City,0.4401,23,1070,3955,18821,8331,16954,0,0,0,978,40600,37900
University of Southern California,3,4,Private,Far West,Large City,0.1984,31,1380,18087,59787,13045,21500,21.65999985,74599.85,42938,462,74400,62300
University of Southern Indiana,3,4,Public,Great Lakes,Mid-size Suburb,0.6934,22,1004,8764,17996,6363,13500,21.26000023,64285.39,57798,285,34400,31300
University of Southern Maine,3,4,Public,New England,Small City,0.828,23,1003,6079,22290,8522,17000,22.79999924,60012.65,49417,223,38300,35000
University of Southern Mississippi,3,4,Public,Southeast,Small City,0.6631,24,1082,12371,18781,7109,16600,22.63999939,44439.03,29062,487,37700,33200
University of St Francis,3,4,Private,Great Lakes,Large Suburb,0.5141,23,1070,1757,36226,7543,21000,24.46999931,78868.51,73669,51,47500,44700
University of St Thomas,3,4,Private,Southwest,Large City,0.7724,26,1121,1529,37271,6830,20000,21.63999939,63775.86,42131.5,68,49000,43200
University of St Thomas,3,4,Private,Great Plains,Large City,0.8617,26,1165,6246,48421,9892,22250,20.12000084,110915.07,96397,79,52500,48100
University of the Cumberlands,3,4,Private,Southeast,Remote Town,0.7127,22,1019,1545,30993,5417,9500,21.04000092,57753.77,48248,67,32500,30100
University of the Incarnate Word,3,4,Private,Southwest,Large City,0.9307,21,967,6346,34487,7616,19500,25.45000076,56531.31,41999,145,45300,41600
University of the Pacific,3,4,Private,Far West,Large City,0.7265,26,1172,3869,52406,10089,21250,22.03000069,62103.51,40951,111,75600,64000
University of the Sciences,3,4,Private,Mid-Atlantic,Large City,0.5635,25,1165,1830,49327,8000,27000,19.69000053,90253.37,82840.5,47,88000,94000
University of the Virgin Islands,3,4,Public,Outlying Areas,Remote Town,0.9782,17,807,2023,16261,7213,7307.5,22.18000031,31815.36,25917,86,32500,30300
University of Toledo,3,4,Public,Great Lakes,Large City,0.9073,22,1031,15440,21263,8426,14500,21.43000031,65254.02,57163,498,43600,37600
University of Tulsa,3,4,Private,Southwest,Large City,0.4059,29,1279,3394,46560,9672,20500,21.12000084,79960.34,64324,65,50700,41400
University of Utah,3,4,Public,Rocky Mountains,Mid-size City,0.8174,24,1109,23273,19048,7764,12839,23.54000092,47548.1,32294,830,51600,44300
University of Vermont,3,4,Public,New England,Small City,0.7755,27,1190,9970,27788,9562,18878,20.23999977,95378.54,77614,174,44700,39400
University of Virginia-Main Campus,3,4,Public,Southeast,Small City,0.2999,31,1362,15020,25255,12428,17746,20.37999916,100872.78,84687,151,66300,53600
University of Washington-Bothell Campus,3,4,Public,Far West,Large Suburb,0.7568,21,1014,4077,22800,9302,14793.5,22.63999939,55950.49,38703,678,56400,48300
University of Washington-Seattle Campus,3,4,Public,Far West,Large City,0.5523,28,1234,28754,24606,10461,14793.5,22.63999939,55950.49,38703,678,56400,48300
University of Washington-Tacoma Campus,3,4,Public,Far West,Mid-size City,0.8523,20,963,3587,22185,8510,14793.5,22.63999939,55950.49,38703,678,56400,48300
University of West Alabama,3,4,Public,Southeast,Remote Rural,0.9957,20,950,1988,17959,6408,13500,22.55999947,37752.64,23735,67,34400,32200
University of West Georgia,3,4,Public,Southeast,Fringe Town,0.5385,20,950,9777,18879,5787,14250,22.28000069,62503.86,51454,300,35100,32800
University of Wisconsin-Eau Claire,3,4,Public,Great Lakes,Small City,0.7646,24,1110,10218,18066,6886,17823.5,20.40999985,82400.9,78332,149,42000,39900
University of Wisconsin-Green Bay,3,4,Public,Great Lakes,Mid-size City,0.8476,23,1070,5765,16878,6407,14549,21.65999985,70428.84,67408,100,37900,36100
University of Wisconsin-La Crosse,3,4,Public,Great Lakes,Small City,0.72,25,1130,9335,17896,6650,18428.5,20.13999939,84818.34,81510.5,111,43700,40400
University of Wisconsin-Madison,3,4,Public,Great Lakes,Mid-size City,0.6792,28,1268,29504,23718,10758,21000,20.25,95485.12,87726,364,57000,48200
University of Wisconsin-Milwaukee,3,4,Public,Great Lakes,Large City,0.8608,22,1030,21747,21203,8037,17459,21.37999916,73393.86,66757,549,40900,38100
University of Wisconsin-Oshkosh,3,4,Public,Great Lakes,Small City,0.8134,22,1030,10633,16935,6793,16852,21.45999908,72876.79,69462,142,39200,37500
University of Wisconsin-Parkside,3,4,Public,Great Lakes,Mid-size Suburb,0.7547,21,990,4354,15218,6277,14054,22.03000069,61183.33,51714.5,129,36900,33600
University of Wisconsin-Platteville,3,4,Public,Great Lakes,Distant Town,0.9647,23,1050,7740,16824,6252,15750,20.78000069,72370.8,69457,82,43400,40600
University of Wisconsin-River Falls,3,4,Public,Great Lakes,Distant Town,0.8663,22,1030,5506,16682,7066,18225,20.54999924,77835.08,75121,82,38400,36000
University of Wisconsin-Stevens Point,3,4,Public,Great Lakes,Distant Town,0.8285,23,1070,9150,16427,6317,18700,20.87000084,73219.65,69497,161,37400,35800
University of Wisconsin-Stout,3,4,Public,Great Lakes,Distant Town,0.8927,22,1030,8094,18192,6504,18015,20.88999939,80177.03,74284.5,145,41600,39800
University of Wisconsin-Superior,3,4,Public,Great Lakes,Mid-size Suburb,0.8927,22,1010,2415,16953,6307,14616.5,23.13999939,54689.72,45359,92,32000,30900
University of Wisconsin-Whitewater,3,4,Public,Great Lakes,Distant Town,0.8468,22,1030,10438,16107,7073,18681,20.79000092,76990.02,73639,184,39800,38200
University of Wyoming,3,4,Public,Rocky Mountains,Remote Town,0.9569,25,1123,9969,17652,8810,12511.5,22.51000023,62802.32,51123,299,46200,42000
Upper Iowa University,3,4,Private,Great Plains,Remote Rural,0.5818,22,1010,4513,35190,5794,15882.5,28.40999985,48304.02,38423,160,40700,39000
Ursinus College,3,3,Private,Mid-Atlantic,Large Suburb,0.6633,27,1182,1578,57163,8769,27000,19.61000061,99543.43,89174,33,49900,46600
Utah State University,3,4,Public,Rocky Mountains,Small City,0.9674,24,1087,20775,16020,8206,8750,23.36000061,44547.68,29227,1096,41700,37300
Utica College,3,4,Private,Mid-Atlantic,Small City,0.8542,21,946,2831,44394,7905,18000,21.84000015,64313.98,55077,80,40800,37600
Valdosta State University,3,4,Public,Southeast,Small City,0.5522,22,1033,9634,20958,5998,16000,21.71999931,63517.53,51351,293,36300,34300
Valparaiso University,3,4,Private,Great Lakes,Large Suburb,0.7969,26,1158,3209,43185,7280,23250,20.55999947,90375.63,81419.5,66,45900,42400
Vanderbilt University,3,4,Private,Southeast,Large City,0.1274,33,1475,6794,59890,12871,13000,19.93000031,99004.36,74999.5,86,70800,54400
Vanguard University of Southern California,3,4,Private,Far West,Mid-size City,0.6977,23,980,2057,41952,7714,19895,22.62999916,82048.82,67855,116,38000,33900
Vassar College,3,3,Private,Mid-Atlantic,Large Suburb,0.2411,32,1394,2436,59320,11065,16590,19.39999962,115433.73,102049,43,49200,42300
Villanova University,3,4,Private,Mid-Atlantic,Large Suburb,0.489,30,1316,6856,56265,10425,25000,20.02000046,130737.82,112696,95,70500,65100
Virginia Commonwealth University,3,4,Public,Southeast,Mid-size City,0.6913,24,1102,22049,25291,8242,19125,21.42000008,69541.5,55696,381,42700,38600
Virginia Military Institute,3,3,Public,Southeast,Distant Town,0.4732,25,1141,1675,24643,7426,19710,19.46999931,95765.01,89939.5,13,52200,53300
Virginia Polytechnic Institute and State University,3,4,Public,Southeast,Small City,0.7028,0,1220,23928,25513,10146,21500,19.70999908,104751.65,95419,270,55900,52900
Virginia State University,3,4,Public,Southeast,Large Suburb,0.9459,17,811,5023,20075,7414,17000,20.17000008,49397.69,39006,141,33000,29600
Virginia Union University,3,4,Private,Southeast,Mid-size City,0.5848,15,750,1359,26885,5524,14250,19.95000076,49664.21,39816.5,91,28100,27200
Virginia Wesleyan College,3,3,Private,Southeast,Large City,0.9311,21,1021,1436,41010,7466,12500,21.52000046,81448.63,71035,67,37400,35900
Viterbo University,3,4,Private,Great Lakes,Small City,0.706,24,1090,2052,32956,6099,21500,24.44000053,64999.51,57043.5,70,40600,37300
Wagner College,3,4,Private,Mid-Atlantic,Large City,0.6988,25,1154,1830,49453,7949,22875,19.89999962,101715.27,94891,41,53400,50800
Wake Forest University,3,4,Private,Southeast,Mid-size City,0.352,0,0,4812,58260,10928,21000,19.37999916,124215.22,103314,38,66100,52800
Walla Walla University,3,4,Private,Far West,Small Suburb,0.9286,24,1072,1646,34747,4638,22000,22.28000069,72764.77,55205,87,43500,40900
Walsh University,3,4,Private,Great Lakes,Large Suburb,0.7713,23,1047,2280,34994,5876,21500,22.19000053,73940.26,67420,55,41600,39600
Warner University,3,4,Private,Southeast,Fringe Rural,0.3378,19,908,1023,28555,4638,15306,28.25,48240.15,38439.5,42,40900,37000
Wartburg College,3,3,Private,Great Plains,Distant Town,0.7765,24,1077,1669,43312,6274,24124,19.57999992,87843.22,79035.5,27,42700,39700
Washington & Jefferson College,3,3,Private,Mid-Atlantic,Large Suburb,0.3973,0,0,1300,49507,7571,27000,19.43000031,101619.52,95549.5,22,46500,43800
Washington and Lee University,3,4,Private,Southeast,Distant Town,0.1843,32,1392,1846,56616,12144,18543,20.30999947,132813.41,112856,19,76200,61800
Washington College,3,4,Private,Mid-Atlantic,Distant Town,0.6655,27,1168,1424,52243,7927,25000,19.27000046,123228.4,108663.5,19,45100,40800
Washington State University,3,4,Public,Far West,Distant Town,0.8208,22,1030,22825,26292,8547,15736,22.65999985,70810.85,58238.5,599,48200,43700
Washington University in St Louis,3,4,Private,Great Plains,Large Suburb,0.1555,33,1474,6851,62594,13286,19500,21.38999939,97020.72,77947.5,100,69500,58300
Wayland Baptist University,3,4,Private,Southwest,Remote Town,0.9862,20,940,4246,21543,4845,12500,29.03000069,45325.2,36554.5,139,42000,37400
Wayne State University,3,4,Public,Great Lakes,Large City,0.7624,23,1050,17789,20199,9689,16000,23.45000076,44037.59,30304.5,726,45800,36700
Waynesburg University,3,4,Private,Mid-Atlantic,Distant Town,0.7523,23,1015,1559,28822,6633,23000,23.35000038,69531.78,64789,59,43700,39300
Webster University,3,4,Private,Great Plains,Large Suburb,0.5806,24,1107,3398,37363,8068,20500,24.03000069,72024.67,61052,143,41900,37400
Wellesley College,3,3,Private,New England,Large Suburb,0.2911,31,1399,2347,57164,12025,8000,19.87999916,91334.36,74657,40,58000,52800
Wentworth Institute of Technology,3,4,Private,New England,Large City,0.5761,24,1109,3975,43850,8039,21700,20.34000015,89672.88,81863,97,53300,52100
Wesley College,3,4,Private,Mid-Atlantic,Small City,0.625,20,841,1481,35199,6703,14250,22.28000069,75952.19,65621,66,40600,38800
Wesleyan University,3,4,Private,New England,Small City,0.2092,31,1387,2888,61167,11163,17625,19.37999916,106492.97,88497,48,46300,42000
West Chester University of Pennsylvania,3,4,Public,Mid-Atlantic,Large Suburb,0.5156,0,1105,13456,24997,8909,19695.5,20.59000015,87436.62,82783,235,43500,42000
West Liberty University,3,4,Public,Southeast,Fringe Rural,0.7122,21,984,2412,18406,6482,15000,21.39999962,54696.02,48827.5,81,33600,30800
West Texas A & M University,3,4,Public,Southwest,Fringe Town,0.7403,22,994,6890,17553,7359,13573,23.68000031,51091.58,39169,212,39200,37100
West Virginia State University,3,4,Public,Southeast,Mid-size Suburb,0.4478,20,942,2195,13756,6067,12916,24.45999908,36024.82,25404.5,291,29700,27000
West Virginia University,3,4,Public,Southeast,Small City,0.851,24,1062,22130,16898,9237,14625,20.42000008,78406.72,69116,514,43600,38700
West Virginia University Institute of Technology,3,3,Public,Southeast,Fringe Rural,0.5131,21,990,1133,14465,6566,14625,22.87000084,44064.53,34515,514,43600,38700
West Virginia Wesleyan College,3,4,Private,Southeast,Remote Town,0.7696,23,1021,1356,38796,5516,15300,19.76000023,78037.22,70830,58,40100,35100
Western Carolina University,3,4,Public,Southeast,Fringe Rural,0.3766,22,1034,8238,17805,7493,15000,21.27000046,64748.81,55820,218,34000,32200
Western Connecticut State University,3,4,Public,New England,Small City,0.6549,0,0,5184,19446,8712,17050,21.37000084,76059.55,67834,110,41800,38700
Western Illinois University,3,4,Public,Great Lakes,Remote Town,0.5931,21,970,9873,24375,8263,17729,20.96999931,74171.17,65915,291,40500,37200
Western Kentucky University,3,4,Public,Southeast,Small City,0.9232,22,1009,15780,16538,6983,15000,22.21999931,53605.57,42198.5,537,33200,30800
Western Michigan University,3,4,Public,Great Lakes,Small City,0.8285,22,1030,18755,22483,9016,20875,20.37000084,81449.44,74325,473,41600,37900
Western New England University,3,4,Private,New England,Mid-size City,0.8151,24,1077,2648,45850,9269,20159,19.94000053,94324.16,87684,48,53100,48400
Western Oregon University,3,4,Public,Far West,Fringe Town,0.882,0,950,5142,21732,6100,17500,21.47999954,63395.09,53889,199,36500,34000
Western State Colorado University,3,4,Public,Rocky Mountains,Remote Town,0.932,22,1005,1956,18875,6173,12000,21.63999939,71289.92,60062.5,78,34000,30100
Western Washington University,3,4,Public,Far West,Small City,0.8371,25,1114,13925,22009,8028,15500,21.62999916,70343.27,60238,410,41500,39000
Westfield State University,3,4,Public,New England,Large Suburb,0.7487,20,995,5524,19468,8356,16250,20.43000031,81421.39,78180,82,41100,39300
Westminster College,3,3,Private,Great Plains,Distant Town,0.719,24,1090,1022,33354,5781,20000,19.90999985,77986.69,64767,21,39600,35400
Westminster College,3,4,Private,Mid-Atlantic,Fringe Town,0.7336,23,1040,1313,42474,6470,26000,19.59000015,81225.32,75532,27,39900,37300
Westminster College,3,4,Private,Rocky Mountains,Mid-size City,0.7517,25,1134,2260,37990,8393,17958,23.40999985,64341.97,50415,74,45500,41700
Westmont College,3,4,Private,Far West,Mid-size Suburb,0.7016,27,1193,1295,51760,9329,19500,19.37999916,116953.6,96799,28,45600,39200
Wheaton College,3,3,Private,New England,Large Suburb,0.6737,0,0,1640,56934,9037,22500,19.48999977,99677.32,92594,38,45500,42500
Wheaton College,3,4,Private,Great Lakes,Large Suburb,0.6871,30,1318,2415,41394,8328,21179,19.52000046,99339.64,83641,61,43700,39700
Wheeling Jesuit University,3,4,Private,Southeast,Small City,0.6892,22,1023,1139,34213,5731,16625,22.59000015,71873.4,66698,47,42800,40000
Whitman College,3,3,Private,Far West,Small City,0.5696,30,1327,1525,54865,8715,14600,19.62000084,106429.17,93725,27,42500,37900
Whittier College,3,4,Private,Far West,Large Suburb,0.6325,23,1043,1651,49920,8954,21500,19.71999931,87350.78,75319,44,41600,38900
Whitworth University,3,4,Private,Far West,Large Suburb,0.6452,0,0,2337,45655,6730,22500,22.87999916,84102.38,74397.5,86,39400,35900
Wichita State University,3,4,Public,Great Plains,Large City,0.9576,24,1089,11198,14764,7568,15250,23.88999939,52548.32,41686,386,39500,36400
Widener University-Main Campus,3,4,Private,Mid-Atlantic,Large Suburb,0.6726,0,1025,3188,50294,7473,20850,22.32999992,72258.59,60128,114,53100,49700
Wilkes University,3,4,Private,Mid-Atlantic,Small City,0.7598,0,1060,2281,42612,8186,20255.5,20.29999924,76389.38,71479.5,51,53000,44700
Willamette University,3,4,Private,Far West,Mid-size City,0.5784,27,1198,1970,52665,9341,19538.5,19.80999947,97165.98,82978,40,44400,41300
William Carey University,3,4,Private,Southeast,Small City,0.4877,24,1105,2166,23962,5888,18375,24.52000046,36120.41,25265,103,36600,32500
William Jessup University,3,4,Private,Far West,Fringe Rural,0.6929,23,1039,1029,34811,7043,17000,25.07999992,66233.18,56144,32,37100,30300
